id_cliente,genero,idoso,casado,possui_dependentes,tempo_como_cliente,servico_telefone,servico_internet,servico_seguranca,suporte_tecnico,streaming,tipo_contrato,metodo_pagamento,pagamento_mensal,total_pago,churn
7065-yunry,female,False,True,True,1,True,dsl,True,no,True,month-to-month,mailed check,45.3,45.3,yes
7694-vlbwq,male,False,True,True,67,True,fiber optic,True,no,True,one year,electronic check,104.1,7040.85,yes
2546-kzaat,male,False,True,True,52,True,dsl,True,no,True,one year,mailed check,75.4,3865.45,no
0181-ritdd,male,False,True,True,62,True,fiber optic,True,yes,True,two year,mailed check,108.15,6825.65,no
5989-pgkjb,female,False,True,True,16,True,fiber optic,True,no,True,month-to-month,electronic check,86.25,1340.1,no
4795-ktrth,female,True,True,True,5,True,fiber optic,True,no,True,month-to-month,electronic check,81.0,371.65,yes
8272-onjlv,male,False,True,True,12,True,fiber optic,True,no,True,one year,electronic check,95.7,1184.0,no
1488-pbljn,female,False,True,True,72,True,fiber optic,True,yes,True,two year,bank transfer (automatic),116.85,8477.7,no
0308-giqjt,male,True,True,True,71,True,fiber optic,True,yes,True,one year,bank transfer (automatic),105.75,7382.85,no
3778-foaqw,female,False,True,True,24,True,no,True,no internet service,True,one year,mailed check,20.15,456.85,no
4452-rohmo,female,False,True,True,15,True,no,True,no internet service,True,two year,mailed check,19.6,331.6,no
6481-ogdoo,male,False,True,True,67,True,fiber optic,True,no,True,one year,credit card (automatic),90.6,6056.15,yes
3090-letty,male,False,True,True,2,True,dsl,True,no,True,month-to-month,bank transfer (automatic),60.95,134.6,no
5349-azpew,female,False,True,True,5,True,dsl,True,no,True,month-to-month,mailed check,25.05,125.5,no
3753-tsemp,female,False,True,True,15,True,fiber optic,True,no,True,month-to-month,electronic check,88.15,1390.6,yes
8305-vhzbz,male,False,True,True,1,True,no,True,no internet service,True,month-to-month,mailed check,20.2,20.2,yes
9720-jjjor,male,False,True,True,41,True,dsl,True,no,True,one year,bank transfer (automatic),60.3,2511.3,no
8100-hzzlj,female,False,True,True,43,True,dsl,True,no,True,month-to-month,electronic check,63.95,2737.05,no
8775-erlnb,male,True,True,True,1,True,fiber optic,True,no,True,month-to-month,electronic check,74.3,74.3,no
8309-ieyjd,female,True,True,True,1,True,fiber optic,True,no,True,month-to-month,mailed check,70.6,70.6,no
9172-jitsm,female,False,True,True,26,True,fiber optic,True,no,True,month-to-month,electronic check,90.8,2361.8,yes
6298-qdfnh,male,False,True,True,22,True,fiber optic,True,no,True,month-to-month,electronic check,79.35,1730.35,yes
7398-hpyzq,male,False,True,True,71,True,dsl,True,yes,True,two year,bank transfer (automatic),90.55,6404.0,no
3546-gheae,male,False,True,True,7,True,no,True,no internet service,True,two year,mailed check,19.45,165.35,no
7361-ypxfs,female,True,True,True,28,True,dsl,True,yes,True,month-to-month,bank transfer (automatic),64.45,1867.6,no
6557-bzxlq,male,True,True,True,16,True,fiber optic,True,no,True,month-to-month,electronic check,69.65,1043.3,no
2550-qhzgp,male,False,True,True,7,True,no,True,no internet service,True,one year,mailed check,19.5,128.6,no
7519-jtwqh,female,False,True,True,69,True,fiber optic,True,yes,True,two year,bank transfer (automatic),110.5,7455.45,no
2538-oimxf,female,False,True,True,1,True,dsl,True,no,True,month-to-month,mailed check,24.7,24.7,no
8543-msdmf,male,False,True,True,3,True,dsl,True,no,True,month-to-month,electronic check,77.4,206.15,no
9961-jbnmk,male,True,True,True,21,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),96.8,2030.3,yes
1170-sasml,female,False,True,True,69,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),85.4,5869.4,no
4872-jcvca,female,False,True,True,71,True,dsl,True,yes,True,two year,bank transfer (automatic),47.6,3377.8,no
5346-bzchp,female,False,True,True,69,True,no,True,no internet service,True,two year,mailed check,19.4,1346.2,no
2038-llmlm,female,False,True,True,48,True,fiber optic,True,yes,True,month-to-month,electronic check,103.85,4946.05,no
6173-itpwd,male,False,True,True,47,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),83.35,4065.0,yes
9734-uyxqi,female,False,True,True,2,True,dsl,True,no,True,month-to-month,electronic check,49.4,106.55,yes
1216-bgtsp,male,False,True,True,45,True,fiber optic,True,yes,True,month-to-month,credit card (automatic),108.45,4964.7,no
4138-naxed,male,False,True,True,51,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),81.0,4085.75,no
2189-uxtky,female,False,True,True,22,True,dsl,True,yes,True,month-to-month,electronic check,79.2,1742.75,yes
0744-bikkf,male,False,True,True,72,True,dsl,True,yes,True,two year,bank transfer (automatic),86.65,6224.8,no
7483-iqwib,male,False,True,True,37,True,fiber optic,True,no,True,month-to-month,electronic check,92.95,3415.25,no
5248-kwlar,male,False,True,True,71,True,dsl,True,yes,True,two year,electronic check,90.35,6325.25,no
4958-gzwiy,male,False,True,True,7,True,dsl,True,no,True,month-to-month,electronic check,48.7,340.25,yes
7996-mhxlw,female,False,True,True,66,True,no,True,no internet service,True,two year,credit card (automatic),25.15,1683.6,no
7833-pkihd,male,False,True,True,51,True,dsl,True,yes,True,one year,bank transfer (automatic),76.4,3966.3,no
7061-ovmim,female,False,True,True,30,True,no,True,no internet service,True,one year,bank transfer (automatic),19.55,608.5,no
5153-rthkf,female,False,True,True,34,True,fiber optic,True,no,True,month-to-month,electronic check,85.35,2896.6,no
1852-qswcd,male,False,True,True,64,True,no,True,no internet service,True,two year,mailed check,24.8,1514.85,no
4832-vrbmr,male,True,True,True,65,True,fiber optic,True,no,True,one year,bank transfer (automatic),103.15,6792.45,no
9079-lwtfd,male,False,True,True,47,True,fiber optic,True,yes,True,month-to-month,mailed check,100.75,4669.2,no
6356-elrkd,female,False,True,True,1,True,fiber optic,True,no,True,month-to-month,electronic check,95.6,95.6,yes
8624-giout,female,False,True,True,49,True,dsl,True,no,True,month-to-month,credit card (automatic),59.75,2934.3,yes
3392-ehmnk,female,False,True,True,67,True,fiber optic,True,yes,True,two year,credit card (automatic),94.1,6302.8,no
5986-wwxdv,male,False,True,True,39,True,no,True,no internet service,True,one year,bank transfer (automatic),19.35,779.2,no
3061-bckyi,male,False,True,True,14,True,no,True,no internet service,True,month-to-month,mailed check,19.9,283.75,no
6179-gjpso,female,True,True,True,43,True,fiber optic,True,yes,True,month-to-month,credit card (automatic),108.15,4600.7,yes
7901-tbkjx,male,True,True,True,56,True,fiber optic,True,no,True,month-to-month,electronic check,101.05,5594.0,no
7228-paqpd,female,False,True,True,14,True,dsl,True,yes,True,one year,credit card (automatic),59.1,772.85,no
3177-lasxd,female,False,True,True,1,True,fiber optic,True,no,True,month-to-month,electronic check,71.35,71.35,yes
7746-qyvco,male,False,True,True,16,True,dsl,True,no,True,one year,mailed check,55.85,857.8,no
5804-hyiez,male,False,True,True,70,True,fiber optic,True,no,True,month-to-month,electronic check,106.05,7554.05,no
9919-fzded,male,True,True,True,72,True,dsl,True,no,True,two year,credit card (automatic),84.1,5981.65,no
5934-tssau,female,False,True,True,23,True,fiber optic,True,no,True,month-to-month,credit card (automatic),75.3,1702.9,no
3486-khmli,male,False,True,True,21,True,no,True,no internet service,True,month-to-month,mailed check,24.7,467.15,no
4897-qsuyc,female,False,True,True,1,True,no,True,no internet service,True,month-to-month,mailed check,20.15,20.15,yes
1084-uqchv,male,False,True,True,1,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),69.75,69.75,yes
8290-ywkhz,female,True,True,True,32,True,fiber optic,True,no,True,month-to-month,electronic check,93.2,2931.0,yes
2955-bjzhg,male,False,True,True,17,True,fiber optic,True,no,True,month-to-month,electronic check,80.85,1400.85,yes
3806-dxqom,female,False,True,True,4,True,dsl,True,no,True,month-to-month,electronic check,33.65,137.85,yes
6784-xyjae,female,False,True,True,36,True,dsl,True,no,True,one year,electronic check,55.8,1941.5,no
3933-dqpwx,female,False,True,True,50,True,dsl,True,yes,True,two year,credit card (automatic),39.7,1932.75,no
6661-eipzc,female,False,True,True,48,True,dsl,True,yes,True,month-to-month,credit card (automatic),29.5,1423.05,no
8957-thmoa,female,False,True,True,50,True,no,True,no internet service,True,two year,credit card (automatic),20.15,970.85,no
2251-pylpb,male,False,True,True,72,True,dsl,True,yes,True,two year,credit card (automatic),79.55,5810.9,no
5555-rnpgt,male,False,True,True,10,True,no,True,no internet service,True,month-to-month,credit card (automatic),24.8,223.9,no
1057-foglz,female,False,True,True,18,True,no,True,no internet service,True,month-to-month,mailed check,19.65,391.7,no
9300-rendd,male,False,True,True,1,True,fiber optic,True,no,True,month-to-month,electronic check,79.95,79.95,yes
0761-aetcs,female,False,True,True,1,True,no,True,no internet service,True,month-to-month,electronic check,19.3,19.3,yes
8087-lgyhq,male,False,True,True,9,True,fiber optic,True,no,True,month-to-month,electronic check,94.05,811.65,no
4137-btikl,male,False,True,True,2,True,fiber optic,True,no,True,month-to-month,mailed check,90.75,174.75,no
2190-bcxec,female,False,True,True,40,True,fiber optic,True,yes,True,month-to-month,credit card (automatic),78.85,3126.85,no
6227-fbdxh,male,False,True,True,69,True,fiber optic,True,no,True,one year,bank transfer (automatic),99.5,6841.45,no
2153-mrefk,female,False,True,True,37,True,fiber optic,True,yes,True,one year,electronic check,99.2,3754.6,yes
2911-wdxmv,male,False,True,True,18,True,fiber optic,True,no,True,month-to-month,credit card (automatic),80.55,1406.65,no
7206-pqbbz,male,True,True,True,11,True,fiber optic,True,no,True,month-to-month,electronic check,70.2,834.7,no
3106-ulwfw,female,False,True,True,8,True,fiber optic,True,no,True,month-to-month,credit card (automatic),85.2,627.4,yes
0925-vydlg,female,False,True,True,3,True,fiber optic,True,no,True,month-to-month,electronic check,75.25,242.0,yes
4547-fzjwe,male,False,True,True,55,True,dsl,True,no,True,one year,credit card (automatic),59.45,3157.0,no
7422-wnbty,male,False,True,True,33,True,fiber optic,True,no,True,month-to-month,electronic check,93.35,3092.0,no
0842-iwycp,female,False,True,True,46,True,dsl,True,no,True,month-to-month,bank transfer (automatic),44.95,2168.9,no
3521-htqtv,male,False,True,True,34,True,no,True,no internet service,True,two year,bank transfer (automatic),26.1,980.35,no
3744-zbhon,female,False,True,True,3,True,no,True,no internet service,True,month-to-month,electronic check,20.2,65.95,no
3373-diuun,male,False,True,True,30,True,no,True,no internet service,True,two year,mailed check,21.25,711.9,no
8383-sghju,female,False,True,True,33,True,dsl,True,yes,True,one year,electronic check,59.4,1952.8,no
7607-qkktj,male,False,True,True,45,True,fiber optic,True,no,True,one year,credit card (automatic),95.0,4368.85,no
7707-pybbh,male,False,True,True,40,True,dsl,True,yes,True,month-to-month,mailed check,61.9,2647.1,no
8984-hpemb,female,False,True,True,71,True,fiber optic,True,yes,True,two year,electronic check,118.65,8477.6,no
4349-gfqhk,male,False,True,True,1,True,dsl,True,no,True,month-to-month,electronic check,54.35,54.35,yes
4139-detxs,female,False,True,True,72,True,dsl,True,yes,True,two year,bank transfer (automatic),64.45,4528.0,no
9779-dpnej,female,False,True,True,22,True,fiber optic,True,no,True,month-to-month,electronic check,80.15,1790.65,no
9805-filkb,male,False,True,True,46,True,no,True,no internet service,True,one year,bank transfer (automatic),20.2,845.6,no
5793-yoljn,female,False,True,True,55,True,no,True,no internet service,True,two year,mailed check,21.0,1210.3,no
0673-iguqo,male,False,True,True,1,True,no,True,no internet service,True,month-to-month,mailed check,20.45,20.45,no
4123-fcvcb,female,False,True,True,12,True,dsl,True,yes,True,one year,mailed check,75.85,854.45,no
8819-imisp,male,False,True,True,31,True,fiber optic,True,no,True,month-to-month,electronic check,80.45,2429.1,no
7802-efkny,male,False,True,True,5,True,dsl,True,no,True,month-to-month,electronic check,24.95,100.4,yes
8311-ueuab,female,False,True,True,67,True,dsl,True,no,True,two year,electronic check,75.5,5229.45,no
5858-eafcz,male,False,True,True,1,True,dsl,True,no,True,month-to-month,mailed check,44.45,44.45,no
8035-buyvg,male,False,True,True,40,True,dsl,True,no,True,one year,electronic check,42.35,1716.45,yes
1163-onyey,male,False,True,True,41,True,dsl,True,no,True,month-to-month,credit card (automatic),74.55,3023.55,no
9787-xvqiu,male,False,True,True,1,True,fiber optic,True,no,True,month-to-month,electronic check,75.3,75.3,yes
8945-muquf,male,False,True,True,51,True,fiber optic,True,no,True,one year,electronic check,94.8,4837.6,yes
5656-mjefc,male,False,True,True,42,True,dsl,True,yes,True,two year,credit card (automatic),48.15,2032.3,no
6082-oqfba,male,False,True,True,23,True,no,True,no internet service,True,one year,mailed check,19.65,436.9,no
8051-hjrlt,female,True,True,True,1,True,fiber optic,True,no,True,month-to-month,electronic check,70.55,70.55,yes
8974-ovacp,female,False,True,True,1,True,no,True,no internet service,True,month-to-month,mailed check,20.15,20.15,no
4010-ylmvt,female,False,True,True,56,True,fiber optic,True,no,True,month-to-month,credit card (automatic),106.6,5893.95,no
1379-frveb,male,False,True,True,15,True,fiber optic,True,no,True,month-to-month,electronic check,91.0,1430.05,no
8612-gxidd,male,False,True,True,12,True,no,True,no internet service,True,two year,bank transfer (automatic),25.4,313.0,no
6288-chqjb,female,False,True,True,54,True,dsl,True,yes,True,two year,bank transfer (automatic),69.95,3871.85,no
8160-howox,female,False,True,True,7,True,dsl,True,no,True,month-to-month,electronic check,66.85,458.1,no
3023-gflbr,female,False,True,True,33,True,fiber optic,True,no,True,month-to-month,credit card (automatic),86.15,2745.7,yes
6648-inwps,male,False,True,True,16,True,no,True,no internet service,True,month-to-month,electronic check,20.15,341.35,no
4223-bkeor,female,False,True,True,21,True,dsl,True,no,True,one year,mailed check,64.85,1336.8,no
4079-vtglk,male,True,True,True,30,True,dsl,True,no,True,two year,electronic check,74.85,2181.75,no
1763-wqfuk,male,False,True,True,3,True,dsl,True,yes,True,month-to-month,mailed check,50.5,147.75,no
1391-ubdar,male,False,True,True,11,True,fiber optic,True,no,True,month-to-month,electronic check,72.9,818.45,no
8894-jvdcv,female,False,True,True,62,True,fiber optic,True,yes,True,one year,credit card (automatic),115.05,7133.45,no
2023-vqfdl,male,False,True,True,18,True,no,True,no internet service,True,month-to-month,electronic check,19.0,348.8,no
1345-gkdzz,male,False,True,True,6,True,no,True,no internet service,True,month-to-month,mailed check,19.55,128.6,no
2014-mkgmh,female,False,True,True,46,True,fiber optic,True,no,True,one year,electronic check,101.1,4674.4,no
5628-fcgyg,male,False,True,True,21,True,fiber optic,True,no,True,month-to-month,electronic check,84.1,1737.45,no
2560-wbwxf,male,False,True,True,68,True,no,True,no internet service,True,two year,bank transfer (automatic),24.15,1498.85,no
0248-ipdfw,female,False,True,True,1,True,dsl,True,no,True,month-to-month,electronic check,50.1,50.1,no
7978-dkuqh,female,False,True,True,25,True,fiber optic,True,no,True,month-to-month,electronic check,74.6,1797.75,no
4335-upjsi,female,False,True,True,24,True,no,True,no internet service,True,two year,mailed check,19.75,498.1,no
0524-iavzo,female,False,True,True,30,True,fiber optic,True,no,True,month-to-month,electronic check,85.0,2624.25,yes
2737-yngyw,female,False,True,True,2,True,fiber optic,True,no,True,month-to-month,electronic check,80.55,184.1,yes
1784-ezdkj,male,False,True,True,51,True,fiber optic,True,no,True,one year,bank transfer (automatic),106.8,5498.8,no
9297-fvvdh,female,False,True,True,57,True,dsl,True,yes,True,two year,electronic check,84.5,4845.4,no
8007-yypwd,female,False,True,True,15,True,no,True,no internet service,True,two year,bank transfer (automatic),25.05,369.1,no
7101-hrblj,female,False,True,True,72,True,dsl,True,yes,True,two year,bank transfer (automatic),83.7,6096.9,no
5159-yfpkq,female,False,True,True,2,True,fiber optic,True,no,True,month-to-month,electronic check,75.8,160.75,yes
6635-cpnun,male,False,True,True,28,True,fiber optic,True,no,True,month-to-month,credit card (automatic),96.6,2684.35,no
4021-rqsny,male,True,True,True,29,True,fiber optic,True,no,True,month-to-month,electronic check,98.5,3004.15,yes
5453-ybtwv,male,False,True,True,70,True,fiber optic,True,yes,True,two year,credit card (automatic),101.1,6994.8,no
5039-lzrqt,female,False,True,True,13,True,no,True,no internet service,True,one year,mailed check,20.2,273.25,no
2931-vuvjn,female,True,True,True,59,True,fiber optic,True,yes,True,one year,electronic check,94.05,5483.9,no
9061-tihda,male,True,True,True,13,True,fiber optic,True,no,True,month-to-month,electronic check,95.25,1233.65,yes
8699-asufo,male,True,True,True,7,True,fiber optic,True,no,True,month-to-month,mailed check,74.4,527.9,yes
6418-piqsp,female,False,True,True,62,True,dsl,True,yes,True,two year,mailed check,81.0,4985.9,no
8220-ocufy,female,False,True,True,21,True,dsl,True,yes,True,one year,electronic check,60.25,1258.35,no
3995-wfcsm,female,False,True,True,2,True,dsl,True,no,True,month-to-month,electronic check,60.85,111.4,no
1895-qtkdo,female,False,True,True,1,True,dsl,True,no,True,month-to-month,credit card (automatic),43.95,43.95,no
2038-oeqzh,male,False,True,True,4,True,fiber optic,True,no,True,month-to-month,electronic check,86.05,308.1,no
1178-pzgab,female,False,True,True,19,True,no,True,no internet service,True,one year,credit card (automatic),20.25,383.65,no
7927-auxbz,female,False,True,True,30,True,fiber optic,True,yes,True,month-to-month,electronic check,85.15,2555.9,yes
2626-veewg,male,False,True,True,67,True,no,True,no internet service,True,two year,credit card (automatic),19.4,1284.2,no
2878-rmwxy,male,True,True,True,72,True,fiber optic,True,no,True,two year,credit card (automatic),102.65,7550.3,no
1657-dymbm,male,False,True,True,53,True,no,True,no internet service,True,two year,credit card (automatic),19.9,1110.05,no
7311-mqjch,female,False,True,True,5,True,no,True,no internet service,True,one year,electronic check,19.55,99.6,no
7375-wmvmt,male,True,True,True,71,True,fiber optic,True,yes,True,two year,credit card (automatic),95.5,6707.15,no
1136-xgequ,female,False,True,True,50,True,dsl,True,yes,True,one year,credit card (automatic),84.15,4164.4,no
2530-fmfxo,male,False,True,True,56,True,fiber optic,True,yes,True,two year,electronic check,103.2,5873.75,no
6844-dzkrf,male,False,True,True,2,True,dsl,True,yes,True,month-to-month,credit card (automatic),50.2,109.25,no
4695-wjzue,female,True,True,True,2,True,fiber optic,True,no,True,month-to-month,electronic check,88.55,179.25,yes
7619-odsgn,male,False,True,True,24,True,dsl,True,no,True,month-to-month,electronic check,54.75,1338.15,yes
5970-ghjaw,male,False,True,True,46,True,no,True,no internet service,True,two year,credit card (automatic),19.95,862.4,no
8879-xuahx,male,False,True,True,71,True,fiber optic,True,yes,True,two year,electronic check,116.25,8564.75,no
3689-mozgr,female,False,True,True,29,True,dsl,True,yes,True,month-to-month,electronic check,31.2,926.2,no
4195-pngzs,male,False,True,True,69,True,no,True,no internet service,True,two year,bank transfer (automatic),24.45,1718.2,no
5003-xzwwo,male,False,True,True,71,True,dsl,True,yes,True,two year,credit card (automatic),84.2,5956.85,no
3988-rqixo,female,True,True,True,1,True,fiber optic,True,no,True,month-to-month,electronic check,91.3,91.3,yes
7622-fwgew,male,True,True,True,56,True,dsl,True,yes,True,two year,bank transfer (automatic),85.65,4824.45,no
6922-ncedi,male,False,True,True,56,True,no,True,no internet service,True,one year,mailed check,21.2,1238.65,no
2514-ginmm,male,False,True,True,1,True,fiber optic,True,no,True,month-to-month,electronic check,79.5,79.5,yes
9891-nqdbd,female,False,True,True,28,True,no,True,no internet service,True,one year,mailed check,25.55,672.2,no
6131-iunxn,female,False,True,True,19,True,no,True,no internet service,True,month-to-month,mailed check,20.2,382.2,no
8548-awofc,male,False,True,True,66,True,dsl,True,yes,True,month-to-month,electronic check,63.85,4264.6,no
9798-dryds,female,False,True,True,17,True,dsl,True,yes,True,one year,mailed check,61.95,1070.7,no
8532-uefwh,male,False,True,True,52,True,no,True,no internet service,True,two year,mailed check,25.75,1345.85,no
6296-ddoor,female,False,True,True,19,True,dsl,True,no,True,one year,electronic check,58.2,1045.25,no
7951-vrdvk,female,False,True,True,36,True,dsl,True,yes,True,one year,bank transfer (automatic),85.85,3003.55,no
5931-fljjf,male,True,True,True,7,True,fiber optic,True,no,True,month-to-month,mailed check,70.1,467.55,yes
4815-yosuk,male,False,True,True,72,True,fiber optic,True,yes,True,one year,credit card (automatic),104.9,7537.5,no
2659-vxmwz,male,False,True,True,67,True,fiber optic,True,no,True,one year,electronic check,111.3,7482.1,yes
0380-neavx,male,True,True,True,34,True,fiber optic,True,no,True,one year,electronic check,99.85,3343.15,no
3207-oybwh,male,True,True,True,57,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),95.25,5427.05,yes
4285-gyrqc,female,False,True,True,7,True,fiber optic,True,no,True,month-to-month,electronic check,86.25,587.1,yes
7216-ewtrs,female,True,True,True,1,True,fiber optic,True,no,True,month-to-month,electronic check,100.8,100.8,yes
4365-msdyn,male,False,True,True,8,True,no,True,no internet service,True,month-to-month,bank transfer (automatic),19.55,161.15,no
7036-tydec,female,False,True,True,69,True,fiber optic,True,yes,True,two year,electronic check,104.0,7028.5,no
5802-adbrc,female,False,True,True,50,True,fiber optic,True,no,True,one year,mailed check,104.4,5232.9,no
8076-fezkj,male,False,True,True,10,True,no,True,no internet service,True,one year,mailed check,19.5,225.85,no
5197-ypybz,female,False,True,True,12,True,no,True,no internet service,True,two year,credit card (automatic),25.25,274.7,no
8337-mssxb,female,False,True,True,14,True,fiber optic,True,no,True,month-to-month,electronic check,86.3,1180.95,yes
4312-gvynh,female,False,True,True,70,True,dsl,True,yes,True,two year,bank transfer (automatic),49.85,3370.2,no
8495-ljdfo,female,True,True,True,64,True,fiber optic,True,yes,True,month-to-month,bank transfer (automatic),108.95,7111.3,no
0839-jtcud,female,False,True,True,66,True,dsl,True,yes,True,two year,credit card (automatic),89.9,5958.85,no
5494-wozrz,female,False,True,True,71,True,dsl,True,yes,True,two year,credit card (automatic),82.0,5999.85,no
1302-uhbdd,male,True,True,True,20,True,fiber optic,True,no,True,month-to-month,electronic check,89.95,1648.45,no
2234-eofpt,male,False,True,True,72,True,dsl,True,yes,True,two year,bank transfer (automatic),79.35,5753.25,no
8619-ijndk,female,False,True,True,71,True,dsl,True,yes,True,two year,credit card (automatic),64.05,4492.9,no
8378-lkjaf,male,False,True,True,38,True,fiber optic,True,no,True,month-to-month,credit card (automatic),101.15,3956.7,no
8182-bjdsi,female,False,True,True,28,True,fiber optic,True,no,True,month-to-month,electronic check,89.95,2625.55,yes
2528-hfyzx,male,True,True,True,17,True,fiber optic,True,no,True,month-to-month,electronic check,76.45,1233.4,yes
1153-gnolc,male,False,True,True,33,True,dsl,True,no,True,one year,electronic check,39.1,1309.0,no
3298-qeica,female,False,True,True,23,True,dsl,True,yes,True,two year,mailed check,34.6,813.45,no
0788-dxbfy,male,False,True,True,58,True,no,True,no internet service,True,one year,electronic check,19.55,1108.8,no
3597-yaszg,female,True,True,True,70,True,fiber optic,True,yes,True,two year,bank transfer (automatic),104.45,7349.35,no
3496-lfszu,male,False,True,True,4,True,fiber optic,True,no,True,month-to-month,electronic check,70.5,294.2,no
5242-uowhd,male,False,True,True,45,True,no,True,no internet service,True,two year,mailed check,20.35,929.2,no
2482-czgbb,male,False,True,True,10,True,fiber optic,True,no,True,month-to-month,electronic check,70.0,740.0,yes
6479-szplm,male,False,True,True,36,True,no,True,no internet service,True,two year,credit card (automatic),19.45,754.5,no
8097-vbqtz,male,False,True,True,54,True,dsl,True,yes,True,month-to-month,mailed check,69.9,3883.3,no
4500-hkann,male,False,True,True,23,True,dsl,True,yes,True,two year,mailed check,59.7,1414.2,no
9917-kwrbe,female,False,True,True,41,True,dsl,True,no,True,one year,credit card (automatic),78.35,3211.2,no
3420-zdbma,male,True,True,True,5,True,fiber optic,True,no,True,month-to-month,mailed check,71.45,371.6,no
2212-lyask,male,False,True,True,27,True,dsl,True,no,True,one year,credit card (automatic),45.85,1246.4,no
1393-imkzg,female,False,True,True,1,True,fiber optic,True,yes,True,month-to-month,electronic check,95.85,95.85,no
8069-rhuxk,female,False,True,True,67,True,dsl,True,yes,True,two year,credit card (automatic),35.7,2545.7,no
3398-gcpmu,female,True,True,True,72,True,dsl,True,yes,True,two year,credit card (automatic),89.55,6448.85,no
2908-wgaxl,female,False,True,True,56,True,no,True,no internet service,True,two year,credit card (automatic),24.95,1468.9,no
3378-ajrao,male,False,True,True,44,True,no,True,no internet service,True,one year,electronic check,24.85,1013.6,no
1013-qcwam,female,True,True,True,66,True,fiber optic,True,no,True,month-to-month,electronic check,100.8,6690.75,no
0866-qlsir,female,False,True,True,34,True,dsl,True,yes,True,one year,mailed check,64.4,2088.75,yes
6050-ffxes,female,False,True,True,69,True,fiber optic,True,yes,True,two year,bank transfer (automatic),105.35,7240.65,no
7181-bqybv,female,False,True,True,1,True,fiber optic,True,no,True,month-to-month,electronic check,102.45,102.45,yes
0362-raoqo,female,False,True,True,40,True,no,True,no internet service,True,two year,credit card (automatic),19.65,830.25,no
9554-dfkic,male,False,True,True,30,True,dsl,True,no,True,month-to-month,bank transfer (automatic),54.45,1588.7,no
5527-achso,female,False,True,True,11,True,dsl,True,yes,True,month-to-month,mailed check,70.5,829.3,no
0829-ddvlk,female,False,True,True,15,True,no,True,no internet service,True,one year,credit card (automatic),20.1,302.45,no
1399-ubqiu,male,False,True,True,11,True,dsl,True,no,True,month-to-month,electronic check,69.35,712.25,no
1813-jlkwr,female,False,True,True,64,True,no,True,no internet service,True,one year,bank transfer (automatic),19.8,1336.65,no
0336-pikei,male,True,True,True,72,True,dsl,True,yes,True,two year,bank transfer (automatic),74.4,5360.75,no
7322-ocwhc,male,True,True,True,72,True,fiber optic,True,yes,True,two year,bank transfer (automatic),93.05,6735.05,no
9537-vhdta,female,False,True,True,1,True,dsl,True,no,True,month-to-month,mailed check,51.2,51.2,no
4957-tialw,female,False,True,True,15,True,dsl,True,yes,True,one year,credit card (automatic),65.6,1010.0,no
2054-pjock,female,False,True,True,60,True,dsl,True,yes,True,one year,credit card (automatic),80.55,4847.05,no
9150-hepmb,male,False,True,True,56,True,dsl,True,no,True,one year,mailed check,52.7,3019.7,no
9030-qgznl,female,False,True,True,8,True,no,True,no internet service,True,two year,mailed check,20.85,161.65,no
6204-ieuxj,female,False,True,True,3,True,fiber optic,True,yes,True,month-to-month,credit card (automatic),80.1,217.55,yes
3126-wqmgh,female,False,True,True,49,True,dsl,True,no,True,month-to-month,credit card (automatic),52.15,2583.75,no
4529-ckbcl,female,False,True,True,2,True,fiber optic,True,no,True,month-to-month,electronic check,80.2,146.05,yes
2506-clakw,female,False,True,True,6,True,fiber optic,True,yes,True,month-to-month,bank transfer (automatic),98.15,567.45,yes
7176-wrtnx,male,False,True,True,70,True,fiber optic,True,yes,True,two year,bank transfer (automatic),114.95,7711.25,no
1583-ihqze,male,False,True,True,12,True,fiber optic,True,yes,True,month-to-month,mailed check,112.95,1384.75,yes
5732-ikgqh,male,True,True,True,52,True,fiber optic,True,yes,True,one year,bank transfer (automatic),104.45,5481.25,no
9239-gzhze,female,False,True,True,72,True,fiber optic,True,yes,True,two year,credit card (automatic),113.65,8124.2,no
7205-baiad,female,False,True,True,40,True,no,True,no internet service,True,two year,bank transfer (automatic),20.6,827.3,no
0151-ontov,female,False,True,True,1,True,fiber optic,True,no,True,month-to-month,mailed check,70.9,70.9,yes
4140-muhug,female,True,True,True,3,True,fiber optic,True,no,True,month-to-month,electronic check,86.85,220.95,yes
0093-exyql,female,True,True,True,40,True,fiber optic,True,no,True,month-to-month,electronic check,91.55,3673.6,no
8064-ravoh,male,False,True,True,1,True,dsl,True,no,True,month-to-month,electronic check,49.85,49.85,no
0219-qaerp,male,False,True,True,30,True,no,True,no internet service,True,one year,credit card (automatic),19.8,576.65,no
0320-jdnqg,male,False,True,True,23,True,fiber optic,True,yes,True,month-to-month,electronic check,99.85,2331.3,yes
7180-pisog,male,False,True,True,1,True,fiber optic,True,no,True,month-to-month,electronic check,74.5,74.5,yes
9168-inpsz,female,True,True,True,44,True,fiber optic,True,yes,True,month-to-month,electronic check,104.15,4495.65,no
